Date,use [kW]_x,gen [kW]_x,KitchenDenLights [kW],MasterBedBathLights [kW],MasterOutlets [kW]_x,DenOutdoorLights [kW],DenOutlets [kW],RearBasementLights [kW],KitchenOutletsEast [kW],KitchenOutletsSouth [kW],DishwasherDisposalSinkLight [kW],Refrigerator [kW],Microwave [kW],OfficeLights [kW],use [kW]_y,gen [kW]_y,ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW],DiningRoomOutlets [kW],MudroomOutlets [kW],MasterBathOutlets [kW],GarageOutlets [kW],BasementOutdoorOutlets [kW],use [kW],gen [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW]_y,MasterLights [kW],DuctHeaterHRV [kW]
2015-05-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0009183339999999999,0.009750555999999999,0.10208,0.0,0.0,0.0,0.0,0.0,0,0,1.369364444,0.368055556,0.005466111,0.003784444,0.000999999,0.001232223,0.089142224,0.027983889999999997,0.073560556,0.089888889,0.15463722200000002
2015-05-31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0014633340000000002,0.07372611100000001,0.9786411079999999,0.0,0.0,0.0,0.0,0.0,0,0,14.302561667000003,3.4502211149999997,0.041154444,0.04504166799999999,0.011498338000000002,0.006291667999999999,0.5472744429999999,0.4332511069999999,0.432023335,0.777717223,1.1771722229999997
2015-06-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2987.4722161050004,1116.5005655530001,1036.7906233330002,1012.72578445,30.666808890000002,252.94147777800003,85.33517444399999,48.37923277799999,0,0,13.962148333999995,3.220785561,0.038554444,0.04688833500000001,0.012371113,2352.94972444,101.380801112,1810.6344383329997,4929.085047223,4820.300301113999,6983.180095554001
2015-06-02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.18395055700000007,0.179498333,0.561944997,0.18376277800000007,1.231015,0.228559446,0.34682889000000006,0.029869997,0,0,8.045358890000001,3.3066550019999994,0.019663332,0.07877499900000003,0.008757222999999998,0.004086668000000001,0.5850461100000002,0.27267722399999994,0.445065558,0.710162774,1.4136311120000002
2015-06-03,0,0,14.519671114000007,2.2888677729999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.18132944,0.17932833299999998,0.31848999799999994,0.18116389099999997,1.610878336,0.22755499999999995,0.318131666,0.02988389000000001,0,0,7.198508331000001,3.3919849970000002,0.017319449000000004,0.04506777499999999,0.008455557,0.004089445,0.562764999,0.33035166900000007,0.43309889,0.713646669,1.505638889
2015-06-04,0,0,778.327368894,712.1076100049999,610.814234438,32.40356889399998,213.30130666600002,214.28804555699995,213.88419333200005,213.57636666699997,214.84572333700004,216.24075222099995,214.77432777699997,215.82214444500002,0,0,0.23522110999999998,0.17788610699999996,0.19150500000000004,981.5524533309999,220.280157224,169.31864777899997,36.46155333900001,213.70896999999997,0,0,13.341864998999998,3.3736772219999995,0.033614446,0.053116115,0.011079447999999997,0.005097223999999998,0.685171116,0.31148111300000003,0.440604444,0.7139744419999998,1.368443886
2015-06-05,0,0,2.8051688879999994,1.9790322299999996,1.951114445,0.04950888299999999,0.021427772999999994,0.18381111100000008,1.2036966679999999,1.5012966690000005,3.052378887,6.299521112,0.8309577760000002,2.8920933360000003,0,0,0.187122779,0.18214277699999995,0.21103500299999997,0.0048000000000000004,0.770800554,0.23110722200000003,0.4014405570000001,0.028229445999999995,0,0,13.921877778,3.2797599990000004,0.041936113,0.04115833099999998,0.011539446999999998,0.005316667000000001,0.6119594439999999,0.28242111000000003,0.414394445,0.7095905539999999,1.231892776
2015-06-06,0,0,2.6942677750000006,0.6837133369999999,2.3399499980000016,0.050316665000000003,0.024512217999999995,0.19298776999999995,1.2245766630000006,0.155614445,5.228824447000004,6.137393332000001,0.4446266659999999,2.9041177769999997,0,0,1.8500772230000002,6.383744443999999,0.28510778200000014,0.00547,0.7188627779999999,0.8129627780000002,0.425777221,0.026789998999999995,0,0,10.990205000999998,3.7566105619999997,0.031696666,0.042901666000000005,0.011528329999999998,0.005781664999999998,0.7234788939999998,0.27254222100000003,0.469205554,0.720663335,1.5184516650000002
2015-06-07,0,0,2.897647776,2.0778977760000004,2.3734122180000004,0.05361666299999999,0.023611109999999994,0.18670111499999995,1.2540077729999997,1.3107566670000002,2.445303331,5.284510004000001,1.3343922239999995,2.892575557,0,0,0.188631667,0.18157388899999993,0.795924446,0.005463336,0.6960466649999998,0.23141944199999998,0.4281416690000001,0.028704445000000006,0,0,2.5686166679999993,3.5979322219999994,0.005665556999999999,0.050907226000000014,0.006391667,0.003376107999999999,0.5400377759999999,0.279424443,0.5383916670000001,0.7122688889999998,1.4325661119999997
2015-06-08,0,0,3.1376444480000005,2.066042221,2.225277775,0.05619556,0.022218889000000002,0.19631444099999998,1.2346588900000008,1.7145811100000008,4.0447588869999995,6.666791109999997,1.1378200029999999,2.929111108,0,0,0.18907166999999997,0.181631668,0.5480266690000001,0.007076109999999998,1.1052911129999998,0.23044278199999996,0.339342225,0.028551112,0,0,9.694967218,3.339096668,0.036234445000000004,0.042982224000000006,0.010301666999999999,0.0047561109999999995,0.4923527810000001,0.28144388800000003,0.434395554,0.709152225,1.380907222
2015-06-09,0,0,3.726854441,3.8260111160000005,2.252802215999999,0.05175222199999999,0.021725555999999997,0.187323334,1.1595677759999987,0.537100001,2.4825366660000006,6.572082219999998,0.793262221,2.9399233330000007,0,0,0.18543277600000005,0.18239055499999998,0.27913111199999996,0.14995610900000006,0.842342221,0.23931500400000003,0.341736114,0.028632775999999995,0,0,14.323047226000002,3.3941922229999997,0.036732222999999994,0.04458444499999999,0.009918330999999997,0.005851667,0.573592221,0.316771667,0.4312822230000002,0.7170044450000002,1.2476494479999998
2015-06-10,0,0,2.353727778,2.5786988890000004,2.2135677780000003,0.05564333500000001,0.022404441000000008,0.23646333699999994,1.2116522299999992,1.351778889,4.136987777,6.628836664000004,0.6157577790000003,2.8744733289999997,0,0,0.17575555599999998,3.1893838910000003,0.5613827759999999,0.007707779999999999,0.767896668,0.5077050019999999,0.33682666500000014,2.283477223,0,0,14.293964995999998,3.389817225999999,0.04445222000000001,0.03781833,0.010211108999999996,0.005874445999999999,0.5570555540000002,0.34666055700000015,0.43396722,0.96899,1.2223755539999999
2015-06-11,0,0,2.1333611109999984,3.3182211109999997,2.2794466669999993,0.05495333500000003,0.021427780999999993,0.18519555299999998,1.2748499969999993,2.4828444389999995,3.050194446,6.120955552999998,0.49981777699999996,2.898605559000001,0,0,0.18008055500000003,2.390543888,0.396876664,0.009256667000000001,1.676462782,0.5145783320000001,0.392688889,2.410455001,0,0,13.869417221999997,3.615850552,0.051162221,0.035512776,0.010843889999999997,0.007156108,0.566365558,0.369949445,0.43970389000000004,0.7416711079999999,1.419119447
2015-06-12,0,0,2.0835177760000008,4.229606661999998,2.3911855580000014,0.04871222100000002,0.02141888999999999,0.31875111300000003,1.2821655609999996,1.0957588839999999,2.3399422240000005,6.257048885000002,0.5613022249999999,2.878584443000001,0,0,0.188621111,0.16465499800000002,0.324525555,0.004246665,0.6486533320000001,0.35163944399999997,0.367254446,0.028468887999999998,0,0,14.218310556,3.816136664,0.043965557,0.05422943900000002,0.009816110999999999,0.006171106000000001,0.6087644419999999,0.49321055500000005,0.47941999600000007,0.7360355550000001,1.2571311129999998
2015-06-13,0,0,2.475772224999999,0.654127778,2.3908422170000003,0.04820444300000003,0.023491113999999994,0.19410555499999996,1.3175922179999997,0.30107554999999997,4.190192222,8.766007777000008,0.4803422249999999,2.901731114,0,0,2.6231483349999993,6.434182777999999,0.21258610900000002,0.005680561,0.5759099999999999,0.793681665,0.3804622239999999,0.026468333,0,0,14.197735555000001,3.7415122210000002,0.037356113,0.039240559,0.010052222999999999,0.006773891999999999,0.592566109,0.4247577790000001,0.47183389,0.7116561119999999,1.3407544450000002
2015-06-14,0,0,3.3798655540000007,1.4609488909999997,2.4046822229999996,0.047428886999999996,0.02209888999999998,0.18522110700000008,1.29617667,2.7898966639999987,3.053861113999999,8.546867776000001,1.6952822230000002,2.883435559,0,0,0.18544889299999998,2.8059227790000003,0.412298331,0.007119999999999998,0.8013511130000001,0.546706109,0.34146500199999996,0.036603887,0,0,14.103297224000002,3.648095556000001,0.039156668000000006,0.036686664,0.009614997000000002,0.0068161110000000006,0.596864447,0.245790559,0.4980822220000001,0.713953334,1.2639033309999999
2015-06-15,0,0,2.203070002,2.0478377779999994,2.1501377809999997,0.046155557,0.022143329999999985,0.24513666100000003,1.545173331999999,0.649531113,3.97081222,7.332676668000003,0.7415555629999999,2.857795557999999,0,0,3.16891944,0.16112611099999993,0.424114999,0.0056600010000000004,0.36905666900000006,0.23037944100000002,0.506709443,1.8921361119999995,0,0,14.358127776999998,3.6970272229999996,0.036284443,0.04163611000000001,0.011581111999999998,0.005761668000000001,0.5683827740000001,0.263583334,0.463162778,0.716961108,1.348141112
2015-06-16,0,0,3.610068893999999,1.5659211080000004,2.262304443,0.05150777799999998,0.024682220999999997,0.19744666499999994,0.5999255600000002,2.4533433370000006,3.900102223,7.399297783000001,0.9255744460000002,2.8492911120000004,0,0,0.18627388999999997,5.027525559,0.6158855559999998,1.534633334,0.7849533349999998,0.8793677779999998,0.2970466669999999,0.026956666999999993,0,0,14.30409611,4.598301663999998,0.047095555,0.05069833399999999,0.012855554000000002,0.008069999,0.50540611,0.545818892,1.6725749970000003,0.8090227819999999,1.1548427740000002
2015-06-17,0,0,3.155504449000001,1.7609444450000007,2.6076077809999996,0.049207781999999985,0.02320222300000001,2.261631108000001,0.6031233380000003,2.356501103999999,2.267553333,6.549670000000001,1.1713988880000001,2.88801111,0,0,0.189226664,0.18263389,0.17674056,0.004676114,0.6840744449999999,0.23200722199999999,0.31099332999999996,0.02853444300000001,0,0,14.314497222999996,4.206330558000001,0.051656667999999996,0.03990333300000001,0.012417777999999999,0.0055972209999999994,0.5876722209999999,0.29663055600000005,0.423532226,0.7593311129999999,1.1203822209999998
2015-06-18,0,0,2.334553341,2.3861166640000007,1.8842444420000009,0.05531444800000001,0.023233336999999986,1.4297944410000012,1.509924445,0.674724446999999,6.334344447000001,6.579042220000001,1.161648895,2.8586155550000005,0,0,0.187140559,3.4292166669999995,0.4401750009999999,0.005884444000000001,0.5642066689999998,0.732956112,0.306870554,0.027228889000000003,0,0,14.329611114000002,3.918268889,0.04032000000000001,0.040808890000000014,0.011350557000000002,0.006289998999999999,0.5850650000000001,0.376846665,0.4938061100000001,0.6829616629999999,1.237181112
2015-06-19,0,0,4.495378889999998,2.2494666680000006,2.2610922199999997,0.05457110999999999,0.023191111999999996,0.185243337,1.5088166680000001,1.3828855610000004,1.2891266690000003,7.330612225000002,1.1065622230000003,2.890105559,0,0,0.18618555400000006,2.7420511140000006,0.8375299989999998,0.058758886,1.3807344430000001,0.469306114,0.33896333299999987,0.027403890000000007,0,0,14.294063335,3.923854998,0.053025555999999995,0.03603611400000001,0.012936668999999998,0.006794999000000001,0.5643105549999997,0.34373944799999995,0.483948333,0.808471109,1.2756516660000004
2015-06-20,0,0,2.2450322260000006,2.1940811119999983,2.2967388899999994,0.047401110999999996,0.022922217999999998,0.18330999799999997,1.4992444469999995,1.9987211109999998,7.159897777000001,7.166763331000004,0.4447711129999999,2.8289799979999994,0,0,0.18733000100000002,0.4104611110000001,0.5790033299999998,0.087003889,1.020919445,0.23111888700000002,0.321308886,0.028425006000000006,0,0,10.343571664,3.8692083350000006,0.029839444000000003,0.051076666,0.009734442999999999,0.005057215999999998,0.47785055599999987,0.28072333199999994,0.4048566669999999,0.7397944429999997,1.3781438869999998
2015-06-21,0,0,2.4243077790000007,1.10896,2.0426766630000013,0.049892223,0.022047778999999997,0.1845544410000001,0.49113000199999995,0.2795999989999998,0.21085666900000008,6.044515553000001,0.6727255630000001,2.840930000000001,0,0,0.185000553,3.2124994410000003,0.550769999,0.08490222099999999,0.14016500299999998,0.330362777,0.28236777500000004,0.027817783,0,0,14.072105555,4.169978889,0.03823944399999999,0.042112775000000005,0.009477775,0.005646665,0.371827222,0.22202611399999994,0.3033061100000001,0.6779611139999999,1.1807616679999997
2015-06-22,0,0,4.748595556999999,1.6507744460000005,1.7501522180000002,0.047126669999999996,0.022621105999999988,0.19893444300000004,0.49040999799999985,1.3441255509999999,0.20514444099999987,8.249485553,0.753106664,2.840198887,0,0,0.18605166600000006,0.18199610899999996,0.20369167,0.084339442,0.139787777,0.232353336,0.4204616689999999,0.028539441999999995,0,0,14.051361666999998,3.851821111,0.040541667999999996,0.082768336,0.008216665000000001,0.006720555999999998,0.37254500200000007,0.22058277799999998,0.3024327790000001,0.6768488899999999,1.187774442
2015-06-23,0,0,2.5163444450000005,0.444942221,1.7642155579999999,0.051055557999999994,0.022054444999999985,0.26216667199999993,0.49285222800000006,0.2803066680000001,0.18312889299999993,5.135618886,0.4442799999999999,2.8794255520000007,0,0,0.18872777800000004,1.592044443,0.9810916699999999,0.084969443,0.13952833800000003,0.421541671,0.6777994480000004,0.19785610999999986,0,0,14.244154443,3.716533884999999,0.045941666,0.2815294439999999,0.010771664000000004,0.006407223,0.37624222600000007,0.5259627810000002,0.3048116699999999,0.6836366660000003,1.3785050000000003
2015-06-24,0,0,4.571237777,0.44542888999999997,1.6880566620000004,0.051367784,0.023933333999999997,0.8886477810000003,0.489472219,0.2780277780000001,0.187783337,6.119876664999998,0.44804444699999996,2.8517611120000015,0,0,0.18691666699999998,1.894295001,0.3957672230000001,0.08493500200000002,0.14028277599999997,0.4828083349999999,0.28163055600000003,0.027801664999999996,0,0,14.284256664,3.7390250039999997,0.03989055600000002,0.080381114,0.009134442999999999,0.005201109,0.37646777899999995,1.2539844420000001,0.304388336,0.6830961130000001,1.5186633340000006
2015-06-25,0,0,2.1061844419999995,0.4450455579999999,1.8746555580000002,0.09113777399999999,0.022555558999999996,0.1829966660000002,0.4921855560000002,0.2808044449999999,0.19436777699999994,5.398376672000002,0.646895558,2.8427488869999977,0,0,0.18675444299999996,1.6288261110000004,0.446535,0.084841112,0.14010222100000008,0.32868889100000004,0.288261116,0.02814888500000001,0,0,14.129106113000004,3.7898833350000007,0.039181117,0.07252388499999998,0.010147223999999998,0.005746107999999999,0.3754344439999999,0.5401199979999998,0.30459666599999996,0.681182222,1.281500557
2015-06-26,0,0,2.7623088889999994,0.4481022209999999,2.1047511110000006,0.8586866639999998,0.02375333200000001,1.114284445000001,0.49380444200000007,0.28199000099999993,0.181652228,5.403826666000001,0.4471944459999998,2.8472966700000004,0,0,0.18989722300000003,0.182027218,0.8303438919999998,0.085537226,0.13957333100000002,0.23323389,0.5090977760000001,0.02894555399999999,0,0,14.190491110999998,3.8480938879999997,0.04017,0.08666055800000004,0.011576108,0.004950556,0.37604722099999993,0.224467222,0.3061161110000001,0.9642933309999997,1.23278278
2015-06-27,0,0,7.265267779999998,4.375166668000001,2.068998883000001,0.08294777600000001,0.025132225000000005,0.18844000599999997,1.695725557,1.5047900059999995,7.077493330999999,6.5607844459999995,0.614778889,2.898852225000001,0,0,0.18554611000000004,4.830262778000001,0.7605672269999999,0.08693666500000001,0.8672699979999999,0.928741664,0.315254444,0.026642224,0,0,14.295796665000005,3.7522327779999998,0.038435556,0.07004722000000002,0.012188889999999996,0.006286665,0.671853892,0.39583444300000004,0.5669233319999999,0.786141109,1.294127224
2015-06-28,0,0,6.545224445,2.4656288860000006,1.9970222260000001,0.048935558000000004,0.02417777600000001,0.18960888699999995,1.518433329999999,2.2001122200000007,5.3720255560000005,6.309354449999999,1.3900155609999998,2.8815866640000003,0,0,3.196271665,2.083321665000001,0.44416388600000006,0.08799778000000003,1.2949305569999996,0.318356666,0.33229722,0.027733889999999997,0,0,14.397616669,4.242463338,0.037836668,0.046633891,0.013932226,0.006463888,0.881668329,0.3177688900000001,0.6180372230000001,0.7243577800000001,1.439998889
2015-06-29,0,0,5.1896477820000015,0.9096300010000001,2.2456688860000003,0.04992000300000002,0.026366667999999996,1.2265166659999998,2.009927779,0.3004922219999999,3.191260002,6.621279999000001,1.773231114,2.8767588869999994,0,0,0.185780554,0.175835554,0.6187849999999998,1.3288866679999995,0.7272483349999999,0.23323333100000002,0.480843335,0.3645022229999998,0,0,14.480980003,3.9320277760000004,0.04675833199999999,0.04677999700000001,0.015185556999999995,0.008675556,0.7165022219999998,0.3794188910000001,1.7049022239999998,0.7695722269999996,1.3013672230000004
2015-06-30,0,0,4.598687776,1.5160466670000006,2.7546277739999985,0.05350778100000002,0.022199995000000004,0.9829911139999996,1.4193688919999998,1.099203329999999,4.859227775999999,8.937853329000001,1.1934355540000001,2.9234444390000007,0,0,4.172866109999999,0.15797222300000002,0.3141800000000001,0.08533055899999999,0.5860511099999999,0.23249944100000003,0.4746900019999998,0.028146670999999998,0,0,14.442372223,3.841487222,0.03960000200000001,0.04121388699999999,0.010752223999999998,0.006058331999999999,0.6066527749999999,0.254360558,0.48311611,0.6935222230000001,1.2006877770000004
2015-07-01,0,0,2.828142221,1.348547774,1.9295633359999997,0.04882333699999999,0.021131110999999998,0.18780333900000004,1.4113388870000003,0.6608966680000001,4.283206664999999,7.251457776999996,2.647451110999999,2.885416657999999,0,0,0.4787277789999999,0.162512776,0.4034161089999999,0.08579888899999998,0.8747255550000003,0.231835554,0.4016411100000001,0.02834221900000001,0,0,14.394102216999995,3.813340554,0.048019442999999995,0.039766666000000006,0.012506666,0.005718334,0.6307816659999999,0.2849327769999999,0.477473334,0.678098334,1.2736500009999996
2015-07-02,0,0,2.628560005,1.4586100019999995,2.298283332,0.04876999700000002,0.021588882999999996,0.18976666899999997,1.444997772,0.655963334,4.072244447,6.810828884999999,0.934354446,2.902341111,0,0,0.19210333300000004,0.16335055900000006,0.3618827800000001,0.08513555900000003,0.577194442,0.23186944399999995,0.45517666500000004,0.028552780000000007,0,0,14.42027611,4.008170554000001,0.050905553,0.045817777000000004,0.013323332,0.006052781000000001,0.6361833370000001,0.26054833400000005,0.4826749969999999,0.6910666649999997,1.2802777769999996
2015-07-03,0,0,4.6300900039999995,3.822153335000001,2.196964442000001,0.048962223000000006,0.02319333299999999,2.007032219000001,1.4579511140000008,0.7476999999999998,3.861735555000001,6.757415557,0.8366433339999999,2.872024441999999,0,0,0.18874111300000004,0.16341778000000004,0.6716166670000001,0.08453777799999997,0.5205727769999999,0.22969944699999992,0.4209044450000001,1.6386433329999999,0,0,14.292488885999997,3.8157516660000006,0.049962222999999986,0.075634996,0.012661668000000004,0.006767777999999998,0.617781109,0.256042223,0.520429997,0.687342777,1.2777077770000003
2015-07-04,0,0,5.907298886999999,1.9050799989999994,2.2239177780000006,0.054892217999999986,0.027098893,1.5330566690000003,0.4174811060000001,1.8361122259999996,3.2537633380000015,9.357393333,0.8117822279999999,2.919153332999999,0,0,0.17888944500000006,9.916956113000001,0.34258444099999996,0.08517444900000001,0.7317255540000003,1.119217222,0.469354444,1.3176794420000004,0,0,13.492064444999999,3.7142416689999993,0.03376111,0.04799277800000001,0.012671108999999996,0.006015553999999999,0.5994900000000003,0.2927505540000001,0.506707777,0.69389611,1.2577088870000002
2015-07-05,0,0,3.948628884,3.925014446000001,2.5106933340000004,0.046897781,0.023524443,0.9397222169999999,1.5066222239999998,1.2241722210000001,6.143824451,8.868361110000004,1.5473988900000002,2.9568355580000008,0,0,1.9963916710000003,4.489876111,0.269867779,0.08628610899999997,0.451277778,3.8536338879999996,0.372295555,0.026934447999999993,0,0,14.336859444,3.8733461090000008,0.039042222999999994,0.062187223000000014,0.011293333000000001,0.0075438879999999995,0.607111113,0.26215888700000006,0.554621108,0.6863605580000002,1.1614777799999998
2015-07-06,0,0,2.0192366699999997,0.947255557,2.183426668,0.12819666600000001,0.02145221399999999,0.18518000100000004,1.5170022249999997,0.7621288859999998,6.012324439000001,7.2215233319999985,0.8971766689999998,2.9165911110000007,0,0,3.3085066659999995,0.159645001,0.32211444200000017,0.084206665,0.5819372210000001,0.250263334,0.489107221,0.028630001,0,0,14.359847781000003,3.9478288890000006,0.055667222999999995,0.044460553000000014,0.013188333999999996,0.00671111,0.5634227760000001,0.293746669,0.4699394460000001,0.7061277789999999,1.2196300020000004
2015-07-07,0,0,3.166614444000001,0.586588891,2.041517775,0.10485000199999998,0.021627779999999992,0.181176668,1.4800999979999998,2.4365066579999994,3.7102899989999996,7.739487779000001,0.4518522160000001,2.870026669,0,0,0.18796333100000004,0.16377388900000003,0.19204333300000004,0.084333336,0.29290722399999997,0.22934388799999997,0.32524611400000003,0.028781111,0,0,14.315197776999998,3.811762781,0.061859446,0.034373333,0.013526667000000004,0.006546664,0.5802361119999999,0.266197223,0.47697110900000006,0.708243889,1.133747223
2015-07-08,0,0,2.5511600050000007,1.9854688850000004,2.309113336,0.051248893999999996,0.02170888399999999,0.182187779,0.512808889,0.7352633299999995,1.88480889,6.913645561,1.321402221,2.9008311130000015,0,0,0.18983666700000001,0.16385722100000003,0.44216999900000004,0.085327779,0.38569444499999994,0.22741277899999998,0.41197555900000005,0.029286112,0,0,14.483728884999994,3.8262400019999987,0.04535166600000001,0.045755555999999996,0.010872775999999997,0.006762778,0.6068322230000001,0.2736233320000001,0.48899722400000006,0.692875553,1.192352779
2015-07-09,0,0,3.326146661999999,2.058753334999999,1.893420001999999,0.051921107999999994,0.02086444399999999,0.18955999799999998,1.5334077779999997,1.835129995,5.217539999000001,8.704882224999999,1.2151222240000004,3.0504977720000004,0,0,3.2506888890000005,3.2929911099999996,0.43008055799999995,0.084634442,0.5678050020000001,0.5711516679999998,0.39050388999999996,1.2654255589999999,0,0,14.674571665000002,4.057339997,0.051666666999999986,0.036824444,0.012889999000000003,0.007251112,0.6135966660000003,0.252178331,0.4834005539999999,0.69003389,1.1822249989999998
2015-07-10,0,0,6.1778633350000005,4.460765558000001,1.8474933319999995,0.44222999600000007,0.02262555699999999,0.18866333100000005,1.4729211129999997,0.652141107,3.6254055530000016,8.840402217,0.823365559,3.065784442000001,0,0,0.18997500199999998,0.16341555800000002,0.33780221900000007,0.08549166500000001,0.596707778,0.23085222300000002,0.40763666899999995,0.036804444000000006,0,0,14.495789444,3.8814344430000003,0.045885001999999994,0.17893333400000008,0.010696109,0.007545554000000001,0.5649511130000001,0.2980238899999999,0.484683891,0.6917116660000001,1.2565944470000003
2015-07-11,0,0,2.5617588880000004,4.464722224999997,1.8069577790000002,0.057651111000000005,0.023074442999999997,0.190066664,1.7165600030000001,1.304161108,4.6883,6.857616666999999,0.469777779,2.9930955619999997,0,0,2.2998955569999993,7.766693889,0.23349944400000003,0.08435277600000002,0.529899443,1.0110544460000002,0.346009443,0.026338889,0,0,14.413446666000004,3.8018144420000004,0.03744555299999999,0.18706555499999994,0.009568336000000002,0.007580556000000001,0.6126655539999999,0.23726777699999999,0.48402833300000003,0.706188335,1.2239000009999998
2015-07-12,0,0,4.1625999999999985,4.421822223000001,1.8341422240000014,0.049034444999999996,0.02165889299999999,0.1850666650000001,1.516975555,1.5490599970000003,2.2805888850000002,8.297318890999996,0.5353755570000001,2.9883033329999993,0,0,3.9951311099999995,0.3189616679999999,0.196354999,0.08490666599999999,0.5661888880000002,0.23129777599999998,0.42142444500000004,0.028590556,0,0,11.224603887999999,4.496340555999999,0.06270666700000001,0.17016833399999998,0.012560552999999999,0.006902220999999999,0.5991377779999999,0.25807000100000005,0.494099998,0.6853188899999999,1.1872883349999996
2015-07-13,0,0,3.4076055580000006,2.5913611129999987,1.9497277759999998,0.055063339999999995,0.019466670000000005,0.18053889,1.7655500020000001,2.614483333,5.988808890000001,7.066876664999998,0.5392188890000001,2.983932225000001,0,0,0.189789443,0.18288777700000003,0.5660088889999998,0.08517833300000001,0.8741900020000001,0.22964888900000005,0.435945003,0.124516669,0,0,13.870587219000004,3.839734442000001,0.05258444299999999,0.1860105539999999,0.011064999,0.008870554999999999,0.6089872219999999,0.538313333,1.238637775,0.7184511149999999,1.1768444439999999
2015-07-14,0,0,2.8321200050000006,1.467039998,1.8988933340000003,0.052672225000000024,0.019918889000000002,0.18066556000000003,1.7175099979999993,1.1432022250000002,4.315043332999998,7.623425553999999,1.28182889,3.029747778,0,0,0.18932167199999997,0.18317000199999992,0.21512166700000004,0.08420000000000002,0.595640001,0.2306372200000001,0.40059110800000003,0.02886833699999999,0,0,11.162751665,3.8407988909999995,0.058392223,0.18721666500000006,0.011375003999999998,0.007131109,0.663057776,0.25888611200000006,0.4913133309999998,0.684471668,1.1407538890000002
2015-07-15,0,0,2.4477288900000005,0.5864766700000003,1.9007077789999989,0.04774888899999999,0.021232225000000007,0.18145000199999997,1.4608744420000002,1.888955551,4.3229866669999994,6.531126665999999,0.8495899990000001,2.992501112,0,0,0.18949500000000002,0.18298944100000003,0.30314610999999997,0.085688332,0.7437355530000002,0.230517777,0.41160888900000003,0.029139999999999996,0,0,10.613051113000003,4.011519443999999,0.041327779999999995,0.039928335999999995,0.011544443999999997,0.006042221000000001,0.6546672220000002,0.30515222000000003,0.48212167,0.6897283329999998,1.3868744489999998
2015-07-16,0,0,1.8705322209999997,1.4990733330000003,2.1214133310000003,0.05451222399999999,0.022027781000000007,0.18203110400000005,1.4996211119999998,1.672446667,4.431377778000001,7.1353322189999995,1.7295866640000006,3.048728890999999,0,0,0.18770888900000005,0.18316111199999996,0.359943889,0.085359999,0.588974443,0.23116555700000002,0.498861668,0.029106107000000003,0,0,9.811282777000002,3.7865300000000004,0.029079999000000002,0.04266777699999999,0.010067774,0.005718333999999999,0.601706112,0.250272776,0.4847850010000001,0.6804177789999998,1.4393705549999998
2015-07-17,0,0,2.9806722210000003,2.6890166689999986,2.0842855579999995,0.04697888699999998,0.021566665999999998,0.18080000200000015,1.4663933369999993,1.590352222,3.472172219,6.483576669999999,0.811532227,3.0052788859999997,0,0,0.186634448,0.18295833400000006,0.29851889000000004,0.08518777800000002,0.7193166680000002,0.23009277900000005,0.389161667,0.028772777000000006,0,0,8.666641111999997,3.7830977750000003,0.030187778000000005,0.041615557000000004,0.008986109,0.0054050009999999996,0.5805872229999999,0.252654444,0.474804441,0.7000344429999998,1.320450555
2015-07-18,0,0,4.114902223,1.6609866679999994,1.9131744490000004,0.055323336000000015,0.021327779000000005,0.181473332,0.40809667000000005,0.805722225,3.5056511109999993,6.984641110000001,0.5746933329999998,3.0179477799999987,0,0,0.18877555399999998,0.18280167000000005,0.3661644480000001,0.08460055599999997,0.4825938879999999,0.23045388900000002,0.46556888900000004,0.030003336000000002,0,0,11.063458331000003,3.93286333,0.045663331999999994,0.035923889,0.009911668,0.006487221999999998,0.5974483279999999,0.26198222299999996,0.5450877780000001,0.6851322230000001,1.1422949979999997
